match_id,source,home,draw,away,last_updated
gc-017,bwin_world_cup_2026,8.7500,5.0000,1.3600,2026-06-24T05:50:48.620480+00:00
gc-018,bwin_world_cup_2026,1.2000,7.2500,14.0000,2026-06-24T05:50:48.620480+00:00
ge-029,bwin_world_cup_2026,15.0000,8.7500,1.1600,2026-06-25T16:37:03.812622+00:00
ge-030,bwin_world_cup_2026,4.7500,4.7500,1.6000,2026-06-25T16:37:03.812622+00:00
gf-035,bwin_world_cup_2026,1.9300,3.5000,4.1000,2026-06-25T16:37:03.812622+00:00
gf-036,bwin_world_cup_2026,21.0000,10.0000,1.1200,2026-06-25T16:37:03.812622+00:00
gd-024,bwin_world_cup_2026,2.6500,2.2000,4.5000,2026-06-25T16:37:03.812622+00:00
gg-041,bwin_world_cup_2026,2.4000,2.8000,3.6000,2026-06-25T16:37:03.812622+00:00
gg-042,bwin_world_cup_2026,14.5000,8.2500,1.1800,2026-06-25T16:37:03.812622+00:00
gh-047,bwin_world_cup_2026,2.6000,3.4000,2.7000,2026-06-25T16:37:03.812622+00:00
gh-048,bwin_world_cup_2026,6.2500,4.2000,1.5300,2026-06-25T16:37:03.812622+00:00
gi-053,bwin_world_cup_2026,4.8000,4.2000,1.6600,2026-06-25T16:37:03.812622+00:00
gi-054,bwin_world_cup_2026,1.2400,6.7500,11.5000,2026-06-25T16:37:03.812622+00:00
gj-059,oddschecker_us_world_cup_2026,4.2000,2.2000,3.0000,2026-06-27T07:57:51+00:00
gj-060,oddschecker_us_world_cup_2026,18.0000,9.0000,1.1600,2026-06-27T07:57:51+00:00
gk-065,oddschecker_us_world_cup_2026,3.9000,3.8000,2.0500,2026-06-27T07:57:51+00:00
gk-066,oddschecker_us_world_cup_2026,1.6250,4.2000,5.7500,2026-06-27T07:57:51+00:00
gl-071,oddschecker_us_world_cup_2026,17.0000,9.0000,1.1667,2026-06-27T07:57:51+00:00
gl-072,oddschecker_us_world_cup_2026,1.9009,3.2000,5.7500,2026-06-27T07:57:51+00:00
gl-071,thesun_world_cup_2026,15.0000,7.5000,1.1538,2026-06-27T20:42:47+00:00
gl-072,thesun_world_cup_2026,1.7000,3.3000,5.5000,2026-06-27T20:42:47+00:00
gk-065,thesun_world_cup_2026,4.3333,3.8000,1.8696,2026-06-27T20:42:47+00:00
gj-060,thesun_world_cup_2026,10.0000,7.0000,1.2222,2026-06-27T20:42:47+00:00
ko-073,bwin_world_cup_2026,4.6000,3.3000,1.8300,2026-06-29T23:43:00+00:00
ko-074,bwin_world_cup_2026,1.3500,5.0000,8.2500,2026-06-29T23:43:00+00:00
ko-075,bwin_world_cup_2026,2.3000,3.1000,3.2500,2026-06-29T23:43:00+00:00
ko-076,bwin_world_cup_2026,1.7500,3.5000,5.0000,2026-06-29T23:43:00+00:00
ko-077,bwin_world_cup_2026,1.3000,6.2500,8.5000,2026-06-30T07:38:51.512046+00:00
ko-078,bwin_world_cup_2026,3.4000,3.4000,2.1500,2026-06-30T07:38:51.512046+00:00
ko-081,bwin_world_cup_2026,1.3800,5.0000,8.2500,2026-06-30T07:38:51.512046+00:00
ko-080,bwin_world_cup_2026,1.3100,5.2500,11.0000,2026-07-01T13:33:53.030534+00:00
ko-082,bwin_world_cup_2026,2.1000,3.3000,3.6000,2026-07-01T13:33:53.030534+00:00
ko-085,bwin_world_cup_2026,2.0000,3.3000,3.9000,2026-07-01T13:33:53.030534+00:00
ko-083,bwin_world_cup_2026,1.7000,3.8000,5.0000,2026-07-02T10:53:12.659737+00:00
ko-084,bwin_world_cup_2026,1.3200,5.5000,9.5000,2026-07-02T10:53:12.659737+00:00
ko-087,bwin_world_cup_2026,1.4700,4.8000,9.0000,2026-07-03T19:56:03.186557+00:00
ko-086,bwin_world_cup_2026,1.1500,8.7500,19.5000,2026-07-03T19:56:03.186557+00:00
ko-088,bwin_world_cup_2026,3.5000,2.8500,2.4000,2026-07-03T08:30:43.151600+00:00
ko-086,oddschecker_us_world_cup_2026,1.1481,8.5000,23.0000,2026-07-03T19:18:52.177995+00:00
ko-087,oddschecker_us_world_cup_2026,1.4255,4.4000,9.0000,2026-07-03T19:18:52.177995+00:00
ko-089,bwin_world_cup_2026,13.5000,6.7500,1.2200,2026-07-04T11:08:12.913037+00:00
ko-090,bwin_world_cup_2026,4.8000,3.4000,1.8300,2026-07-04T11:08:12.913037+00:00
ko-092,bwin_world_cup_2026,3.1000,3.2000,2.4000,2026-07-04T11:08:12.913037+00:00
ko-090,oddschecker_us_world_cup_2026,5.4000,3.4500,1.8000,2026-07-04T11:05:00.367532+00:00
ko-089,oddschecker_us_world_cup_2026,19.0000,7.0000,1.2105,2026-07-04T11:05:00.367532+00:00
ko-092,oddschecker_us_world_cup_2026,3.1500,3.2000,2.4500,2026-07-04T11:05:00.367532+00:00
ko-091,bwin_world_cup_2026,1.7800,3.8000,4.4000,2026-07-05T19:11:54.244279+00:00
ko-094,bwin_world_cup_2026,2.6500,3.3000,2.7000,2026-07-05T19:11:54.244279+00:00
ko-093,bwin_world_cup_2026,3.9000,3.6000,1.9500,2026-07-06T09:09:48.247743+00:00
ko-095,bwin_world_cup_2026,1.3600,5.0000,9.0000,2026-07-07T06:50:32.808021+00:00
ko-096,bwin_world_cup_2026,3.5000,3.0000,2.3500,2026-07-07T19:17:39.103257+00:00
ko-097,bwin_world_cup_2026,1.5800,4.0000,6.0000,2026-07-09T17:21:33.175086+00:00
ko-098,bwin_world_cup_2026,1.6300,4.0000,5.2500,2026-07-10T09:49:17.181602+00:00
ko-100,bwin_world_cup_2026,1.7000,3.5000,5.5000,2026-07-11T10:02:24.914685+00:00
ko-099,bwin_world_cup_2026,3.9000,3.8000,1.8800,2026-07-11T20:15:25.377232+00:00
ko-101,bwin_world_cup_2026,2.5000,3.1000,3.1000,2026-07-14T17:24:46.167936+00:00
ko-102,bwin_world_cup_2026,2.6000,2.9000,3.1000,2026-07-15T10:54:51.734395+00:00
ko-103,bwin_world_cup_2026,1.7510,4.2000,4.2020,2026-07-18T20:36:30.684678+00:00
ko-104,bwin_world_cup_2026,2.2500,3.0000,3.6000,2026-07-19T10:02:31.020543+00:00
ko-104,oddschecker_best_price,2.3500,3.2000,3.8000,2026-07-19T07:00:00+00:00
